"Row_ID","Order_ID","Order_Date","Ship_Date","Ship_Mode","Customer_ID","Country/Region","City","State/Province","Postal Code","division","region","Product_ID","Product_Name","sales","units","Gross_Profit","cost","prod_margin"
6217,US-2023-131968-CHO-SCR-58000,"11/11/2023","5/7/2029",Standard Class,131968,United States,Apopka,Florida,,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
6222,US-2023-131968-CHO-TRI-54000,"11/11/2023","5/7/2029",Standard Class,131968,United States,Apopka,Florida,,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33
6251,US-2023-162103-CHO-TRI-54000,"11/13/2023","5/9/2029",Standard Class,162103,United States,Highland Park,Illinois,,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33
6454,US-2023-155768-CHO-TRI-54000,"12/1/2023","5/23/2029",Same Day,155768,United States,Oxnard,California,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33
6465,US-2023-155768-CHO-SCR-58000,"12/1/2023","5/23/2029",Same Day,155768,United States,Oxnard,California,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
6466,US-2023-155768-CHO-MIL-31000,"12/1/2023","5/23/2029",Same Day,155768,United States,Oxnard,California,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92
6468,US-2023-155768-OTH-KAZ-38000,"12/1/2023","5/23/2029",Same Day,155768,United States,Oxnard,California,,Other,Pacific,OTH-KAZ-38000,Kazookles,9.75,3,0.75,9.0,7.69
7596,US-2024-118199-OTH-GUM-21000,"5/9/2024","11/1/2029",First Class,118199,United States,Seattle,Washington,,Other,Pacific,OTH-GUM-21000,Wonka Gum,1.25,1,0.65,0.6,52.00
7597,US-2024-118199-CHO-TRI-54000,"5/9/2024","11/1/2029",First Class,118199,United States,Seattle,Washington,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33
7599,US-2024-118199-CHO-FUD-51000,"5/9/2024","11/1/2029",First Class,118199,United States,Seattle,Washington,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67
7600,US-2024-118199-CHO-SCR-58000,"5/9/2024","11/1/2029",First Class,118199,United States,Seattle,Washington,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44
7601,US-2024-118199-CHO-SCR-58000,"5/9/2024","11/1/2029",First Class,118199,United States,Seattle,Washington,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
8247,US-2024-147032-CHO-NUT-13000,"7/31/2024","1/25/2030",Standard Class,147032,United States,Wilmington,Delaware,,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.35
8249,US-2024-147032-CHO-SCR-58000,"7/31/2024","1/25/2030",Standard Class,147032,United States,Wilmington,Delaware,,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44
8250,US-2024-147032-CHO-TRI-54000,"7/31/2024","1/25/2030",Standard Class,147032,United States,Wilmington,Delaware,,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33
2494,US-2022-150770-CHO-SCR-58000,"5/3/2022","10/27/2027",First Class,150770,United States,San Francisco,California,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
2496,US-2022-150770-CHO-FUD-51000,"5/3/2022","10/27/2027",First Class,150770,United States,San Francisco,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67
2497,US-2022-150770-CHO-NUT-13000,"5/3/2022","10/27/2027",First Class,150770,United States,San Francisco,California,,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.35
2501,US-2022-150770-CHO-TRI-54000,"5/3/2022","10/27/2027",First Class,150770,United States,San Francisco,California,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33
3651,US-2022-156867-CHO-SCR-58000,"11/13/2022","5/9/2028",Standard Class,156867,United States,Aurora,Colorado,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
3653,US-2022-156867-CHO-TRI-54000,"11/13/2022","5/9/2028",Standard Class,156867,United States,Aurora,Colorado,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33
3661,US-2022-156867-CHO-SCR-58000,"11/13/2022","5/9/2028",Standard Class,156867,United States,Aurora,Colorado,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,69.44
4358,US-2023-111283-CHO-NUT-13000,"2/28/2023","8/24/2028",Standard Class,111283,United States,Newark,Ohio,,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,71.35
4386,US-2023-110898-CHO-TRI-54000,"3/6/2023","9/1/2028",Standard Class,110898,United States,Chicago,Illinois,,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33
4387,US-2023-110898-CHO-SCR-58000,"3/6/2023","9/1/2028",Standard Class,110898,United States,Chicago,Illinois,,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
4388,US-2023-110898-CHO-TRI-54000,"3/6/2023","9/1/2028",Standard Class,110898,United States,Chicago,Illinois,,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33
4390,US-2023-110898-CHO-FUD-51000,"3/6/2023","9/1/2028",Standard Class,110898,United States,Chicago,Illinois,,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.67
5380,US-2023-167584-CHO-TRI-54000,"8/12/2023","2/1/2029",Same Day,167584,United States,Des Moines,Iowa,,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33
7291,US-2024-113705-CHO-TRI-54000,"3/27/2024","9/19/2029",Second Class,113705,United States,Richmond,Virginia,,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33
7292,US-2024-113705-CHO-SCR-58000,"3/27/2024","9/19/2029",Second Class,113705,United States,Richmond,Virginia,,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
7293,US-2024-113705-CHO-NUT-13000,"3/27/2024","9/19/2029",Second Class,113705,United States,Richmond,Virginia,,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.35
7297,US-2024-113705-CHO-TRI-54000,"3/27/2024","9/19/2029",Second Class,113705,United States,Richmond,Virginia,,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33
7298,US-2024-113705-CHO-NUT-13000,"3/27/2024","9/19/2029",Second Class,113705,United States,Richmond,Virginia,,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.35
7300,US-2024-113705-CHO-SCR-58000,"3/27/2024","9/19/2029",Second Class,113705,United States,Richmond,Virginia,,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44
8841,US-2024-125647-CHO-TRI-54000,"9/23/2024","3/21/2030",Standard Class,125647,United States,Chicago,Illinois,,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33
8852,US-2024-125647-CHO-NUT-13000,"9/23/2024","3/21/2030",Standard Class,125647,United States,Chicago,Illinois,,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.35
8857,US-2024-125647-CHO-SCR-58000,"9/23/2024","3/21/2030",Standard Class,125647,United States,Chicago,Illinois,,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
9785,US-2024-118017-CHO-NUT-13000,"12/3/2024","5/29/2030",Second Class,118017,United States,Thornton,Colorado,,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,71.35
9786,US-2024-118017-CHO-NUT-13000,"12/3/2024","5/29/2030",Second Class,118017,United States,Thornton,Colorado,,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.35
9787,US-2024-118017-CHO-TRI-54000,"12/3/2024","5/29/2030",Second Class,118017,United States,Thornton,Colorado,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33
9790,US-2024-118017-CHO-TRI-54000,"12/3/2024","5/29/2030",Second Class,118017,United States,Thornton,Colorado,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33
9797,US-2024-118017-CHO-TRI-54000,"12/3/2024","5/29/2030",Second Class,118017,United States,Thornton,Colorado,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33
9799,US-2024-118017-CHO-FUD-51000,"12/3/2024","5/29/2030",Second Class,118017,United States,Thornton,Colorado,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.67
9801,US-2024-118017-CHO-MIL-31000,"12/3/2024","5/29/2030",Second Class,118017,United States,Thornton,Colorado,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92
9802,US-2024-118017-CHO-MIL-31000,"12/3/2024","5/29/2030",Second Class,118017,United States,Thornton,Colorado,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,64.92
402,US-2021-110100-CHO-SCR-58000,"4/25/2021","10/20/2026",Standard Class,110100,United States,Wilmington,North Carolina,,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
542,US-2021-139192-CHO-FUD-51000,"5/27/2021","11/22/2026",Second Class,139192,United States,San Francisco,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.67
543,US-2021-139192-CHO-FUD-51000,"5/27/2021","11/22/2026",Second Class,139192,United States,San Francisco,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,43.2,12,28.8,14.4,66.67
2702,US-2022-163825-CHO-NUT-13000,"6/16/2022","12/10/2027",First Class,163825,United States,New York City,New York,,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.35
2706,US-2022-163825-CHO-FUD-51000,"6/16/2022","12/10/2027",First Class,163825,United States,New York City,New York,,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67
3718,US-2022-124058-CHO-TRI-54000,"11/20/2022","5/16/2028",Standard Class,124058,United States,Oakland,California,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33
3739,US-2022-124058-CHO-TRI-54000,"11/20/2022","5/16/2028",Standard Class,124058,United States,Oakland,California,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33
3823,US-2022-157133-CHO-FUD-51000,"11/28/2022","5/25/2028",Standard Class,157133,United States,Champaign,Illinois,,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.67
3983,US-2022-106362-CHO-NUT-13000,"12/11/2022","6/6/2028",Standard Class,106362,United States,Troy,Ohio,,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.35
5033,US-2023-107146-CHO-SCR-58000,"6/17/2023","12/9/2028",First Class,107146,United States,Longmont,Colorado,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44
5034,US-2023-107146-CHO-TRI-54000,"6/17/2023","12/9/2028",First Class,107146,United States,Longmont,Colorado,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33
5941,US-2023-145583-CHO-FUD-51000,"10/13/2023","4/10/2029",Standard Class,145583,United States,Roseville,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,50.4,14,33.6,16.8,66.67
5945,US-2023-145583-CHO-TRI-54000,"10/13/2023","4/10/2029",Standard Class,145583,United States,Roseville,California,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33
5949,US-2023-145583-CHO-TRI-54000,"10/13/2023","4/10/2029",Standard Class,145583,United States,Roseville,California,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33
5950,US-2023-145583-CHO-FUD-51000,"10/13/2023","4/10/2029",Standard Class,145583,United States,Roseville,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67
5954,US-2023-145583-CHO-FUD-51000,"10/13/2023","4/10/2029",Standard Class,145583,United States,Roseville,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.67
5955,US-2023-145583-CHO-FUD-51000,"10/13/2023","4/10/2029",Standard Class,145583,United States,Roseville,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67
5957,US-2023-145583-CHO-SCR-58000,"10/13/2023","4/10/2029",Standard Class,145583,United States,Roseville,California,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,69.44
6719,US-2023-103359-CHO-FUD-51000,"12/22/2023","6/17/2029",Standard Class,103359,United States,New York City,New York,,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67
7870,US-2024-143861-CHO-NUT-13000,"6/12/2024","12/10/2029",Standard Class,143861,United States,Saint Petersburg,Florida,,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.35
9487,US-2024-157448-CHO-MIL-31000,"11/16/2024","5/13/2030",Standard Class,157448,United States,Los Angeles,California,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
9488,US-2024-157448-CHO-SCR-58000,"11/16/2024","5/13/2030",Standard Class,157448,United States,Los Angeles,California,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
9972,US-2024-113992-CHO-SCR-58000,"12/14/2024","6/11/2030",Standard Class,113992,United States,Plano,Texas,,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44
121,US-2021-109491-CHO-MIL-31000,"2/20/2021","8/19/2026",Standard Class,109491,United States,Richmond,Indiana,,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92
123,US-2021-109491-CHO-MIL-31000,"2/20/2021","8/19/2026",Standard Class,109491,United States,Richmond,Indiana,,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
4832,US-2023-107202-OTH-LIC-15000,"5/21/2023","11/17/2028",Standard Class,107202,United States,Sparks,Nevada,,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,200.0,10,100.0,100.0,50.00
5346,US-2023-111913-CHO-MIL-31000,"8/4/2023","1/26/2029",Second Class,111913,United States,Sacramento,California,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
5348,US-2023-111913-CHO-MIL-31000,"8/4/2023","1/26/2029",Second Class,111913,United States,Sacramento,California,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
5352,US-2023-111913-CHO-TRI-54000,"8/4/2023","1/26/2029",Second Class,111913,United States,Sacramento,California,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33
5460,US-2023-152289-CHO-SCR-58000,"8/26/2023","2/17/2029",First Class,152289,United States,Pasadena,Texas,,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,69.44
5476,US-2023-152289-CHO-NUT-13000,"8/26/2023","2/17/2029",First Class,152289,United States,Pasadena,Texas,,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.35
5673,US-2023-143476-CHO-SCR-58000,"9/11/2023","3/5/2029",First Class,143476,United States,Phoenix,Arizona,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
5681,US-2023-143476-CHO-SCR-58000,"9/11/2023","3/5/2029",First Class,143476,United States,Phoenix,Arizona,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
5682,US-2023-143476-CHO-TRI-54000,"9/11/2023","3/5/2029",First Class,143476,United States,Phoenix,Arizona,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33
7844,US-2024-167080-CHO-MIL-31000,"6/10/2024","12/5/2029",Standard Class,167080,United States,New York City,New York,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92
8651,US-2024-120999-CHO-MIL-31000,"9/10/2024","3/8/2030",Standard Class,120999,United States,Naperville,Illinois,,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92
9543,US-2024-137491-CHO-MIL-31000,"11/19/2024","5/18/2030",Standard Class,137491,United States,San Angelo,Texas,,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
2169,US-2022-132276-CHO-SCR-58000,"2/23/2022","8/21/2027",Standard Class,132276,United States,New York City,New York,,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,69.44
2170,US-2022-132276-CHO-NUT-13000,"2/23/2022","8/21/2027",Standard Class,132276,United States,New York City,New York,,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.35
3858,US-2022-111038-CHO-NUT-13000,"12/1/2022","5/28/2028",Standard Class,111038,United States,San Diego,California,,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,71.35
4341,US-2023-139262-CHO-NUT-13000,"2/21/2023","8/17/2028",Standard Class,139262,United States,Tampa,Florida,,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.35
4343,US-2023-139262-CHO-TRI-54000,"2/21/2023","8/17/2028",Standard Class,139262,United States,Tampa,Florida,,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33
4345,US-2023-139262-CHO-MIL-31000,"2/21/2023","8/17/2028",Standard Class,139262,United States,Tampa,Florida,,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
5993,US-2023-105753-CHO-MIL-31000,"10/20/2023","4/17/2029",Standard Class,105753,United States,Arlington,Virginia,,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92
84,US-2021-115161-CHO-MIL-31000,"1/31/2021","7/26/2026",First Class,115161,United States,Mission Viejo,California,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
1456,US-2021-129147-CHO-MIL-31000,"11/2/2021","4/29/2027",Standard Class,129147,United States,Medina,Ohio,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
1461,US-2021-129147-CHO-MIL-31000,"11/2/2021","4/29/2027",Standard Class,129147,United States,Medina,Ohio,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92
1462,US-2021-129147-CHO-TRI-54000,"11/2/2021","4/29/2027",Standard Class,129147,United States,Medina,Ohio,,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33
4284,US-2023-118514-CHO-NUT-13000,"2/3/2023","8/2/2028",Standard Class,118514,United States,Richmond,Kentucky,,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.35
8605,US-2024-137498-CHO-NUT-13000,"9/9/2024","3/7/2030",Second Class,137498,United States,Los Angeles,California,,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.35
8613,US-2024-137498-CHO-FUD-51000,"9/9/2024","3/7/2030",Second Class,137498,United States,Los Angeles,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67
8621,US-2024-137498-CHO-FUD-51000,"9/9/2024","3/7/2030",Second Class,137498,United States,Los Angeles,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,66.67
9343,US-2024-119319-CHO-MIL-31000,"11/6/2024","5/2/2030",Second Class,119319,United States,Dallas,Texas,,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92
1067,US-2021-102869-CHO-FUD-51000,"9/9/2021","3/7/2027",Second Class,102869,United States,Philadelphia,Pennsylvania,,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67
1071,US-2021-102869-CHO-TRI-54000,"9/9/2021","3/7/2027",Second Class,102869,United States,Philadelphia,Pennsylvania,,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33
1076,US-2021-102869-CHO-FUD-51000,"9/9/2021","3/7/2027",Second Class,102869,United States,Philadelphia,Pennsylvania,,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.67
1078,US-2021-102869-CHO-FUD-51000,"9/9/2021","3/7/2027",Second Class,102869,United States,Philadelphia,Pennsylvania,,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.67
3863,US-2022-119907-CHO-MIL-31000,"12/1/2022","5/30/2028",Standard Class,119907,United States,Seattle,Washington,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
4576,US-2023-130477-CHO-MIL-31000,"4/8/2023","10/2/2028",Standard Class,130477,United States,Los Angeles,California,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
4579,US-2023-130477-CHO-SCR-58000,"4/8/2023","10/2/2028",Standard Class,130477,United States,Los Angeles,California,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
4580,US-2023-130477-CHO-TRI-54000,"4/8/2023","10/2/2028",Standard Class,130477,United States,Los Angeles,California,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33
5093,US-2023-101693-CHO-TRI-54000,"6/25/2023","12/17/2028",Second Class,101693,United States,Houston,Texas,,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33
5095,US-2023-101693-CHO-MIL-31000,"6/25/2023","12/17/2028",Second Class,101693,United States,Houston,Texas,,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
6723,US-2023-137043-CHO-TRI-54000,"12/23/2023","6/16/2029",Second Class,137043,United States,Springfield,Virginia,,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33
6724,US-2023-137043-CHO-TRI-54000,"12/23/2023","6/16/2029",Second Class,137043,United States,Springfield,Virginia,,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33
8608,US-2024-169439-CHO-FUD-51000,"9/9/2024","3/6/2030",Standard Class,169439,United States,Cleveland,Ohio,,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67
8611,US-2024-169439-CHO-NUT-13000,"9/9/2024","3/6/2030",Standard Class,169439,United States,Cleveland,Ohio,,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.35
8816,US-2024-162789-CHO-MIL-31000,"9/22/2024","3/17/2030",Second Class,162789,United States,New York City,New York,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92
8831,US-2024-162789-CHO-FUD-51000,"9/22/2024","3/17/2030",Second Class,162789,United States,New York City,New York,,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,66.67
10013,US-2024-116701-CHO-NUT-13000,"12/17/2024","6/13/2030",Second Class,116701,United States,Dallas,Texas,,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.35
10015,US-2024-133431-CHO-MIL-31000,"12/17/2024","6/13/2030",Standard Class,133431,United States,San Francisco,California,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92
10018,US-2024-133431-CHO-TRI-54000,"12/17/2024","6/13/2030",Standard Class,133431,United States,San Francisco,California,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33
